player,loc,unit_id,unit_type,action,unit_name,prev_loc,passing_through
eric,F2,12,canoptek_scarab_swarms,retreat,The Magician,F1,FALSE
eric,F2,13,canoptek_wraiths,retreat,Paul Bettany,F1,FALSE
eric,F2,27,canoptek_scarab_swarms,retreat,Tha Swami,F3,FALSE
big_grizz,F3,14,redemptor_dreadnought,move,Lila Wang,F4,FALSE
eric,F4,28,canoptek_scarab_swarms,retreat,Jack Lemmon,F8,FALSE
big_grizz,F8,5,tactical_squad,move,Nicholas Mullins,H1,FALSE
eric,G4,19,immortals,move,Caden Ward,G5,FALSE
eric,H2,26,necron_warriors,control,Sydney Gibson,H2,FALSE
eric,H2,14,deathmarks,defend,Adam Stern,H2,FALSE
eric,H2,17,royal_warden,defend,Addison Watson,H2,FALSE
eric,H2,18,necron_warriors,defend,Carlos Guzman,H2,FALSE
eric,H2,22,night_scythe,defend,Hussain Zaidi Andrews,H2,FALSE
eric,H2,23,overlord,defend,Landon Adkins,H2,FALSE
eric,H2,24,royal_warden,defend,Cameron Mills,H2,FALSE
eric,H2S,15,night_scythe,transport,Richard Burton Sullivan,H2,TRUE
eric,H2S,16,overlord,transport,Jesse Kim,H2,TRUE
big_grizz,H3,2,deathwing_captain,retreat,Madan Gupta,H2,FALSE
eric,H4,21,canoptek_scarab_swarms,defend,Gentlemen Mastermind,H4,FALSE
big_grizz,H5,3,techmarine,retreat,Joshua Shelton,H2,FALSE
big_grizz,H5,13,dreadnought,retreat,Nevaeh Fletcher,H2,FALSE
big_grizz,H5,17,deathwing_terminators,retreat,John Pratt,H2,FALSE
big_grizz,H5,18,deathwing_knights,retreat,Morris West,H2,FALSE
big_grizz,H5,22,storm_raven,retreat,Spencer Tracy,H2,FALSE
big_grizz,H5,24,trap,sneak,X-cessive Blanton Alspaugh,NA,FALSE
big_grizz,H5,25,trap,sneak,Annoyin’ Mark Ronson,NA,FALSE
eric,I3,25,immortals,move,Ayden Powell,I1,FALSE
big_grizz,I4,6,tactical_squad,control,Isabelle Stevenson,I4,FALSE
eric,I5S,15,night_scythe,transport,Richard Burton Sullivan,H2S,FALSE
eric,I5S,16,overlord,transport,Jesse Kim,H2S,FALSE
eric,NA,9,canoptek_spyders,NA,X-pert Desperado,F1,FALSE
