player,loc,unit_id,unit_type,action,unit_name,prev_loc,passing_through
chris,A4,6,tyranid_warriors,move,Harper Vazquez,A1,FALSE
chris,A5,13,ripper_swarms,move,Anna Gross,A4,FALSE
chris,B1,1,flying_hive_tryant,move,John Ratzenberger,B2,FALSE
chris,B1,12,hormagaunts,move,Aubree Pearson,B2,FALSE
chris,B1,23,biovores,move,Amelia Logan,B2,FALSE
chris,B10,9,genestealers,control,Brendan O'Brien,B10,FALSE
chris,B11,15,ripper_swarms,control,Harrison Fisher,B11,FALSE
chris,B2,8,tyranid_warriors,move,Victor Delgado,B5,FALSE
chris,B3,21,gargoyles,move,Richard Dawkins,B2,FALSE
chris,B5,5,neurothrope,move,Wacko Wizard,B2,FALSE
chris,B5,16,hive_guard,move,Maria Wheeler,B2,FALSE
chris,B5,25,tyrannocyte,move,René Descartes,B2,FALSE
big_grizz,B6,1,ravenwing_talonmaster,move,Warwick Davis,C1,FALSE
big_grizz,B6,10,ravenwing_bike_squad,move,Mark Wahlberg,C1,FALSE
big_grizz,B6,11,ravenwing_attack_bike,move,Gary Oldman,C1,FALSE
big_grizz,B6,12,ravenwing_attack_bike,move,Jean Simmons,C1,FALSE
big_grizz,B6,16,ravenwing_apothecary,move,Andy Serkis,C1,FALSE
chris,B6,7,tyranid_warriors,control,Gabriel Carpenter,B6,FALSE
chris,B6,4,broodlord,move,Adam Abeshouse,B2,FALSE
chris,B6,22,exocrine,move,Sofia Castillo,B2,FALSE
chris,B8,11,termagants,control,Aaliyah Howard,B8,FALSE
big_grizz,C1,1,ravenwing_talonmaster,move,Warwick Davis,B1,TRUE
big_grizz,C1,10,ravenwing_bike_squad,move,Mark Wahlberg,B1,TRUE
big_grizz,C1,11,ravenwing_attack_bike,move,Gary Oldman,B1,TRUE
big_grizz,C1,12,ravenwing_attack_bike,move,Jean Simmons,B1,TRUE
big_grizz,C1,16,ravenwing_apothecary,move,Andy Serkis,B1,TRUE
big_grizz,C2,9,infiltrators,move,Dr. Dre,C4,FALSE
big_grizz,D1,7,tactical_squad,control,Jeremiah Guerrero,D1,FALSE
chris,E1,14,ripper_swarms,move,Anaximenes,A8,FALSE
chris,E2,19,raveners,move,Simone De Beauvoir,E3,TRUE
chris,E2,20,gargoyles,reinforce,X-cessive Ambassador,E2,FALSE
chris,E4,3,broodlord,move,John Hill,E1,FALSE
chris,E4,10,genestealers,move,Morten Lindberg,E1,FALSE
chris,E4,24,biovores,move,Jose Mcdonald,E3,FALSE
eric,E4,20,canoptek_scarab_swarms,defend,Chris Evans,E4,FALSE
eric,E4,29,trap,sneak,Master James Mallinson,NA,FALSE
eric,E7,7,immortals,move,Jesus Knight,E5,FALSE
big_grizz,F1,8,tactical_squad,move,Cecilia Nguyen,F2,FALSE
