player,loc,unit_id,unit_type,action,unit_name,passing_through
eric,G10,25,immortals,control,Joseph Ramirez,FALSE
eric,G8,21,canoptek_scarab_swarms,move,Alan Tudyk,TRUE
eric,G9,19,immortals,control,Mateo Lin,FALSE
eric,H1,28,canoptek_scarab_swarms,reinforce,Thunderous Madman,FALSE
big_grizz,H2,2,deathwing_captain,move,Alain de Benoist,FALSE
big_grizz,H3,5,tactical_squad,control,Michelle Cooper,FALSE
big_grizz,H3,3,techmarine,move,Elias Mendoza,TRUE
big_grizz,H3,13,dreadnought,move,Brian Soto,TRUE
big_grizz,H3,22,storm_raven,move,Foolish Magician,TRUE
big_grizz,H4,3,techmarine,move,Elias Mendoza,FALSE
big_grizz,H4,13,dreadnought,move,Brian Soto,FALSE
big_grizz,H4,17,deathwing_terminators,move,Theodor Adorno,FALSE
big_grizz,H4,18,deathwing_knights,move,Abraham Eraly,FALSE
big_grizz,H4,22,storm_raven,move,Foolish Magician,FALSE
eric,H4,26,necron_warriors,control,Jade Ellis,FALSE
eric,H4,21,canoptek_scarab_swarms,move,Alan Tudyk,FALSE
eric,H4,22,night_scythe,reinforce,Arrogant Hunter,FALSE
eric,H4,23,overlord,reinforce,Samuel Strickland,FALSE
eric,H4,24,royal_warden,reinforce,Isabelle Marquez,FALSE
big_grizz,H6,6,tactical_squad,move,George Castillo,FALSE
eric,H6,15,night_scythe,soar,Pesty Wanderer,FALSE
eric,H6,16,overlord,soar,Austin Gonzalez,FALSE
eric,H6,17,royal_warden,soar,Hudson Harmon,FALSE
eric,H6,18,necron_warriors,soar,Alyssa Gardner,FALSE
eric,H6S,15,night_scythe,soar,Pesty Wanderer,TRUE
eric,H6S,16,overlord,soar,Austin Gonzalez,TRUE
eric,H6S,17,royal_warden,soar,Hudson Harmon,TRUE
eric,H6S,18,necron_warriors,soar,Alyssa Gardner,TRUE
eric,I4S,17,royal_warden,soar,Hudson Harmon,TRUE
eric,I4S,18,necron_warriors,soar,Alyssa Gardner,TRUE
eric,I5S,15,night_scythe,soar,Pesty Wanderer,TRUE
eric,I5S,16,overlord,soar,Austin Gonzalez,TRUE
